0.0000500000   11040.7604846059
0.0000507315   11195.5986143730
0.0000514736   11352.6030857810
0.0000522266   11511.8039977318
0.0000529907   11673.2318624034
0.0000537659   11836.9176108284
0.0000545524   12002.8925985439
0.0000553505   12171.1886014628
0.0000561602   12341.8377650676
0.0000569818   12514.8726454105
0.0000578154   12690.3262403923
0.0000586612   12868.2319956625
0.0000595193   13048.6238105188
0.0000603901   13231.5360438816
0.0000612735   13417.0035321400
0.0000621699   13605.0616313146
0.0000630794   13795.7461905453
0.0000640022   13989.0935473602
0.0000649385   14185.1405341778
0.0000658885   14383.9244848933
0.0000668524   14585.4832413704
0.0000678304   14789.8551050597
0.0000688227   14997.0787612720
0.0000698295   15207.1933931166
0.0000708510   15420.2387071305
0.0000718875   15636.2549399656
0.0000729392   15855.2828651541
0.0000740062   16077.3638002385
0.0000750888   16302.5396295245
0.0000761873   16530.8528205786
0.0000773019   16762.3464101405
0.0000784328   16997.0640094174
0.0000795802   17235.0498114330
0.0000807443   17476.3485984660
0.0000819256   17721.0057451022
0.0000831241   17969.0671311287
0.0000843401   18220.5791452598
0.0000855739   18475.5887805977
0.0000868258   18734.1436459669
0.0000880960   18996.2919734859
0.0000893848   19262.0826262224
0.0000906924   19531.5651013182
0.0000920191   19804.7894903907
0.0000933653   20081.8065036615
0.0000947312   20362.6675081745
0.0000961170   20647.4245361761
0.0000975231   20936.1302931060
0.0000989498   21228.8381656732
0.0001003973   21525.6022096097
0.0001018661   21826.4770463073
0.0001033563   22131.5179429380
0.0001048683   22440.7808692999
0.0001064024   22754.3225060337
0.0001079590   23072.2002528057
0.0001095384   23394.4722365663
0.0001111408   23721.1972703417
0.0001127667   24052.4347181177
0.0001144164   24388.2446372403
0.0001160902   24728.6878296580
0.0001177885   25073.8258500145
0.0001195117   25423.7210138030
0.0001212600   25778.4364052968
0.0001230339   26138.0358121194
0.0001248338   26502.5836298678
0.0001266600   26872.1450094742
0.0001285130   27246.7858886481
0.0001303930   27626.5729998860
0.0001323005   28011.5738785317
0.0001342360   28401.8568674638
0.0001361997   28797.4909503533
0.0001381922   29198.5456644915
0.0001402139   29605.0913364683
0.0001422651   30017.1991096046
0.0001443463   30434.9409513954
0.0001464580   30858.3896609789
0.0001486005   31287.6188634776
0.0001507744   31722.7027563125
0.0001529801   32163.7161151182
0.0001552181   32610.7345361403
0.0001574888   33063.8344523685
0.0001597927   33523.0931400416
0.0001621304   33988.5887251423
0.0001645022   34460.4001642618
0.0001669087   34938.6070011942
0.0001693504   35423.2894654944
0.0001718279   35914.5286335226
0.0001743416   36412.4064361461
0.0001768921   36917.0056642228
0.0001794798   37428.4099740405
0.0001821055   37946.7037656608
0.0001847695   38471.9715268525
0.0001874726   39004.2982791576
0.0001902151   39543.7698616230
0.0001929978   40090.4729341977
0.0001958212   40644.4949805110
0.0001986859   41205.9243105284
0.0002015925   41774.8499626165
0.0002045416   42351.3614302071
0.0002075339   42935.5489286615
0.0002105700   43527.5034772899
0.0002136504   44127.3169003173
